Etext Number,Type,Issued,Title,Language,LoCC,Authors,Opium Keywords,Genres,Themes
380,Text,1995-12-01,Weir of Hermiston: An Unfinished Romance,en,PR,"Stevenson, Robert Louis",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Young men', 'Scotland', 'Fathers and sons', 'Domestic fiction', 'Country life', 'Judges']"
381,Text,1995-12-01,Memories and Portraits,en,PR,"Stevenson, Robert Louis",['heroin'],"['Literature', 'Culture/Civilization/Society', 'Biographies']","['Biography', 'Scotland', 'Authors, Scottish', 'Stevenson, Robert Louis, 1850-1894', 'Social life and customs', '19th century']"
386,Text,1996-01-01,"Virginibus Puerisque, and Other Papers",en,PR,"Stevenson, Robert Louis",['heroin'],['Literature'],['Essays']
387,Text,1996-01-01,"Vailima Letters
Being Correspondence Addressed by Robert Louis Stevenson to Sidney Colvin, November 1890-October 1894",en,PR,"Stevenson, Robert Louis","['laudanum', 'heroin', 'anodyne']","['Literature', 'Travel & Geography', 'Biographies']","['Colvin, Sidney, 1845-1927', 'Samoan Islands', 'Authors, Scottish', 'Stevenson, Robert Louis, 1850-1894', 'Correspondence', '19th century']"
388,Text,2004-10-19,The Crossing,en,PS,"Churchill, Winston",['black smoke'],"['History', 'Fiction', 'Literature', 'Culture/Civilization/Society', 'Bestsellers, American, 1895-1923']","['Northwest, Old', 'Louisiana', 'Clark, George Rogers, 1752-1818', 'Frontier and pioneer life', 'Revolution, 1775-1783', 'Kentucky']"
393,Text,1996-01-01,The Blue Lagoon: A Romance,en,PR,"Stacpoole, H. De Vere (Henry De Vere)","['black smoke', 'narcotic']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Islands', 'Shipwrecks', 'Bildungsromans', 'Castaways', 'Love stories', 'Cousins', 'Adventure stories']"
394,Text,1996-01-01,Cranford,en,PR,"Gaskell, Elizabeth Cleghorn",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Sisters', 'Older women', 'Villages', 'Female friendship', 'Pastoral fiction', 'England']"
397,Text,1996-01-01,"L'Allegro, Il Penseroso, Comus, and Lycidas",en,PR,"Milton, John",['nepenthe'],"['Literature', 'Poetry']","['Melancholy', 'Cheerfulness', 'Didactic poetry']"
401,Text,1996-01-01,Blix,en,PS,"Norris, Frank",['opium'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Manners and customs', 'San Francisco (Calif.)', 'California', 'Rich people', 'Man-woman relationships', 'Courtship', 'Journalists']"
405,Text,1996-01-01,Adventures and Letters of Richard Harding Davis,en,PS,"Davis, Richard Harding","['opium', 'heroin']","['Language & Communication', 'Literature', 'Biographies', 'Bestsellers, American, 1895-1923']","['Authors, American', 'Biography', 'Foreign correspondents', 'Davis, Richard Harding, 1864-1916', 'Correspondence', '19th century']"
406,Text,1996-01-01,Appreciations of Richard Harding Davis,en,PS,Various,['heroin'],"['Literature', 'History', 'Biographies']","['Authors, American', '20th century', 'Biography', 'Davis, Richard Harding, 1864-1916', '19th century']"
407,Text,1996-01-01,The Reporter Who Made Himself King,en,PS,"Davis, Richard Harding",['black smoke'],"['Fiction', 'Literature', 'Journalism/Media/Writing']","['19th century', 'Journalists']"
422,Text,1996-02-01,The Romany Rye,en,PR,"Borrow, George","['opium', 'narcotic', 'morphine', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Romanies', 'Adventure stories', 'England']"
423,Text,1996-02-01,Round the Red Lamp: Being Facts and Fancies of Medical Life,en,PR,"Doyle, Arthur Conan","['opium', 'paregoric', 'heroin']","['Fiction', 'Health & Medicine', 'Literature']","['Medical fiction', 'Physicians']"
424,Text,1996-02-01,"General William Booth Enters into Heaven, and Other Poems",en,PS,"Lindsay, Vachel",['poppy'],"['Literature', 'Poetry']","['Didactic poetry', 'Fantasy poetry', 'Booth, William, 1829-1912', 'Pastoral poetry', 'American poetry']"
425,Text,1996-02-01,Familiar Studies of Men and Books,en,PN; PR,"Stevenson, Robert Louis","['opium', 'heroin', 'anodyne']","['Literature', 'History']","['Knox, John, approximately 1514-1572', 'Thoreau, Henry David, 1817-1862', 'History and criticism', 'Yoshida, Shoin, 1830-1859', 'Pepys, Samuel, 1633-1703', 'Villon, François, 1431-1463', 'Burns, Robert, 1759-1796', 'Hugo, Victor, 1802-1885', 'Whitman, Walt, 1819-1892']"
427,Text,1996-02-01,The Great War Syndicate,en,PS,"Stockton, Frank R.",['black smoke'],"['Literature', 'Science-Fiction & Fantasy']",[]
428,Text,1996-02-01,Frivolous Cupid,en,PR,"Hope, Anthony",['heroin'],"['Fiction', 'Literature']","['Short stories, English', 'Man-woman relationships']"
431,Text,1996-02-01,The Fortune Hunter,en,PS,"Phillips, David Graham",['heroin'],"['Fiction', 'Literature', 'Crime/Mystery']",['Man-woman relationships']
432,Text,1996-02-01,The Ambassadors,en,PS,"James, Henry",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Young men', 'Psychological fiction', 'Paris (France)', 'Americans', 'Man-woman relationships']"
434,Text,1996-02-01,The Circular Staircase,en,PS,"Rinehart, Mary Roberts",['laudanum'],"['Fiction', 'Detective Fiction', 'Literature', 'Crime/Mystery']","['Country homes', 'Middle-aged women', 'Murder', 'Investigation']"
443,Text,1996-02-01,The Love Affairs of a Bibliomaniac,en,Z; PS,"Field, Eugene",['heroin'],"['Literature', 'Culture/Civilization/Society', 'Biographies', 'Bibliomania']",['Book collecting']
447,Text,1996-02-01,Maggie: A Girl of the Streets,en,PS,"Crane, Stephen",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Sociology']","['Prostitutes', 'Psychological fiction', 'Poor families', 'Slums', 'Suicide victims', 'Poor women', 'New York (N.Y.)']"
450,Text,1996-03-01,Susan Lenox: Her Fall and Rise,en,PS,"Phillips, David Graham","['black smoke', 'opium', 'heroin']","[""Banned Books from Anne Haight's list"", 'Fiction', 'Culture/Civilization/Society', 'Gender & Sexuality Studies']","['Women', 'Prostitutes', 'Actresses']"
452,Text,1996-03-01,"Lavengro: The Scholar, the Gypsy, the Priest",en,PR,"Borrow, George",['black smoke'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Romanies', 'England']"
453,Text,1996-03-01,Emma McChesney and Co.,en,PS,"Ferber, Edna",['heroin'],"['Fiction', 'Business/Management', 'Literature', 'Biographies']","['Women sales personnel', 'Businesswomen', 'McChesney, Emma (Fictitious character)', 'Traveling sales personnel']"
456,Text,1996-03-01,"The Door in the Wall, and Other Stories",en,PR,"Wells, H. G. (Herbert George)",['black smoke'],"['Fiction', 'Science Fiction', 'Literature', 'Science-Fiction & Fantasy']","['Science fiction, English', 'Fantasy fiction, English']"
457,Text,1996-03-01,The Price She Paid,en,PS,"Phillips, David Graham",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Domestic fiction', 'Man-woman relationships']"
461,Text,1996-03-01,The Quest of the Golden Girl: A Romance,en,PR,"Le Gallienne, Richard",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Love stories', 'Man-woman relationships']"
464,Text,1996-03-01,"In the South Seas
Being an Account of Experiences and Observations in the Marquesas, Paumotus and Gilbert Islands in the Course of Two Cruises on the Yacht ""Casco"" (1888) and the Schooner ""Equator"" (1889)",en,PR,"Stevenson, Robert Louis","['opium', 'poppy', 'anodyne']","['Travel & Geography', 'Culture/Civilization/Society', 'History']","['Oceania', 'Polynesia', 'Description and travel']"
465,Text,1996-03-01,The Mountains,en,PS,"White, Stewart Edward","['poppy', 'anodyne']","['Travel & Geography', 'Culture/Civilization/Society']","['Outdoor life', 'California', 'Description and travel']"
471,Text,2006-01-16,The Bride of Lammermoor,en,PR,"Scott, Walter",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Opera', 'Historical Fiction']","['Psychological fiction', 'Scotland', 'Love stories', 'Women murderers', 'Arranged marriage']"
472,Text,1996-03-01,The House Behind the Cedars,en,PS,"Chesnutt, Charles W. (Charles Waddell)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Gender & Sexuality Studies', 'African American Writers']","['African American women', 'Psychological fiction', 'Domestic fiction', 'Passing (Identity)', 'Southern States', 'Didactic fiction', 'African Americans', 'Racially mixed people']"
480,Text,1996-03-01,"""Undo"": A Novel",en,PS,"Hutsko, Joe",['poppy'],"['Computers & Technology', 'Literature', 'Fiction']","['Computer industry', 'California', 'Santa Clara County', 'Didactic fiction']"
482,Text,1996-04-01,The Woodlanders,en,PR,"Hardy, Thomas","['poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Psychological fiction', 'Dorset (England)', 'Love stories', 'Pastoral fiction', 'Arranged marriage', 'Triangles (Interpersonal relations)', 'Social classes', 'Forests and forestry']"
489,Text,1996-04-01,One Basket,en,PS,"Ferber, Edna",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Social life and customs']"
491,Text,1996-04-01,Rezanov,en,PS,"Atherton, Gertrude Franklin Horn",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['California', 'Rezanov, Nikolai Petrovich, 1764-1807']"
493,Text,2006-01-09,Falk: A Reminiscence,en,PR,"Conrad, Joseph","['black smoke', 'opium']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Seafaring life', 'Man-woman relationships']"
497,Text,1996-04-01,Tracks of a Rolling Stone,en,PR,"Coke, Henry J. (Henry John)","['opium', 'heroin']","['Travel & Geography', 'Language & Communication', 'Literature', 'Biographies']","['West (U.S.)', 'Coke, Henry J. (Henry John), 1827-1916', 'Description and travel']"
498,Text,1996-04-01,Rebecca of Sunnybrook Farm,en,PZ; PS,"Wiggin, Kate Douglas Smith",['heroin'],"[""Children's Literature"", 'Literature', 'Children & Young Adult Reading', 'Bestsellers, American, 1895-1923']","['Aunts', 'Juvenile fiction', 'New England', 'Girls']"
506,Text,2006-03-18,The Shuttle,en,PS,"Burnett, Frances Hodgson","['soporific', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society', 'Bestsellers, American, 1895-1923']","['Sisters', 'Marriage', 'Children of the rich', 'England', 'Americans']"
507,Text,2006-01-21,Adam Bede,en,PR,"Eliot, George","['narcotic', 'heroin']","['History', ""Banned Books from Anne Haight's list"", 'Fiction', 'Literature', 'Historical Fiction']","['Illegitimate children', 'Women clergy', 'Carpenters', 'Love stories', 'England', 'Infanticide', 'Triangles (Interpersonal relations)', 'Didactic fiction']"
510,Text,2008-05-24,The Purcell Papers — Volume 2,en,PR,"Le Fanu, Joseph Sheridan",['narcotic'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Fantasy fiction, English', 'Ireland']"
512,Text,1996-04-01,Mosses from an old manse,en,PS,"Hawthorne, Nathaniel","['opium', 'nepenthe']","['Fiction', 'Gothic Fiction', 'Culture/Civilization/Society', 'Literature']","['Social life and customs', 'New England', 'Short stories, American']"
513,Text,1996-05-01,"The snow-image, and other twice-told tales",en,PS,"Hawthorne, Nathaniel",['soporific'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['Short stories, American', 'Social life and customs', 'New England', 'Historical fiction, American']"
514,Text,1996-05-01,Little Women,en,PS,"Alcott, Louisa May","['poppy', 'heroin']","[""Children's Literature"", 'Fiction', 'Literature', 'Culture/Civilization/Society', 'Children & Young Adult Reading']","['Sisters', 'March family (Fictitious characters)', 'Domestic fiction', 'Young women', 'Bildungsromans', 'Mothers and daughters', 'Family life', 'Autobiographical fiction', 'New England']"
515,Text,1996-05-01,Margret Howth: A Story of To-day,en,PS,"Davis, Rebecca Harding",['heroin'],"['Fiction', 'Literature']",[]
524,Text,2006-03-18,Ann Veronica: A Modern Love Story,en,PR,"Wells, H. G. (Herbert George)","['heroin', 'anodyne']","['Fiction', 'Culture/Civilization/Society', 'Gender & Sexuality Studies']","['Great Britain', 'Love stories', 'Social conditions', 'Feminism', 'Sex role']"
526,Text,2006-01-09,Heart of Darkness,en,PR,"Conrad, Joseph","['black smoke', 'narcotic']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Psychological fiction', 'Imperialism', 'Degeneration', 'Europeans', 'Trading posts']"
527,Text,2006-01-09,The End of the Tether,en,PR,"Conrad, Joseph",['opium'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Older men', 'Ship captains', 'Seafaring life', 'Fathers and daughters']"
534,Text,1996-05-01,An Inland Voyage,en,PR,"Stevenson, Robert Louis",['laudanum'],"['Literature', 'Travel & Geography']",['Description and travel']
537,Text,1996-05-01,Tales of Terror and Mystery,en,PR,"Doyle, Arthur Conan","['opium', 'narcotic']","['Fiction', 'Literature', 'Crime/Mystery']","['Horror tales, English', 'Detective and mystery stories, English']"
538,Text,1996-05-01,Jean of the Lazy A,en,PS,"Bower, B. M.",['heroin'],"['Fiction', 'Culture/Civilization/Society', 'Western', 'History']","['Western stories', 'Ranch life']"
541,Text,1996-05-01,The Age of Innocence,en,PS,"Wharton, Edith",['narcotic'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'Movie Books', 'Bestsellers, American, 1895-1923']","['Married people', 'Domestic fiction', 'New York (N.Y.)', 'Upper class', 'Love stories', 'Triangles (Interpersonal relations)', 'Separated people']"
543,Text,2006-01-21,Main Street,en,PS,"Lewis, Sinclair","['opium', 'poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society', 'Bestsellers, American, 1895-1923']","['Women college graduates', 'Minnesota', 'City and town life', 'Domestic fiction', ""Physicians' spouses"", 'Married women', 'Satire']"
546,Text,1996-06-01,Under the Andes,en,PS,"Stout, Rex",['heroin'],"['Fiction', 'Literature', 'Travel & Geography']","['Incas', 'Adventure stories', 'Brothers', 'Andes']"
550,Text,1996-06-01,Silas Marner,en,PR,"Eliot, George","['opium', 'laudanum']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Fathers and daughters', 'Adopted children', 'Domestic fiction', 'Foundlings', 'Weavers', 'England']"
551,Text,1996-06-01,The Land That Time Forgot,en,PS,"Burroughs, Edgar Rice",['black smoke'],"['Fiction', 'Science Fiction', 'Literature', 'Science-Fiction & Fantasy']","['Lost continents', 'Prehistoric peoples', 'Dinosaurs']"
555,Text,1996-06-01,The Unbearable Bassington,en,PR,Saki,"['narcotic', 'heroin']","['Fiction', 'Culture/Civilization/Society', 'Best Books Ever Listings', 'Literature']",['Manners and customs']
557,Text,1996-06-01,Puck of Pook's Hill,en,PR; PZ,"Kipling, Rudyard",['black smoke'],"['History', ""Children's Literature"", 'Fiction', 'Literature', 'Scouts', 'Children & Young Adult Reading']","['Great Britain', 'Space and time', 'Fantasy fiction']"
560,Text,1996-06-01,Mr. Standfast,en,PR,"Buchan, John","['black smoke', 'anodyne']","['Contemporary Reviews', 'World War I', 'History', 'Adventure', 'Fiction', 'Movie Books', 'Science-Fiction & Fantasy']","['Hannay, Richard (Fictitious character)', 'War stories', 'Great Britain', 'World War, 1914-1918', 'Spy stories', 'Intelligence service']"
561,Text,1996-06-01,The Further Adventures of Robinson Crusoe,en,PR,"Defoe, Daniel",['opium'],"['Travel & Geography', 'Literature', 'Best Books Ever Listings', 'Fiction']","['Crusoe, Robinson (Fictitious character)', 'Adventure and adventurers']"
564,Text,1996-06-01,The Mystery of Edwin Drood,en,PR,"Dickens, Charles",['opium'],"['Fiction', 'Mystery Fiction', 'Crime/Mystery', 'Literature']","['Missing persons', 'Choral conductors', 'Psychological fiction', 'Cathedrals', 'Separation (Psychology)', 'England', 'Triangles (Interpersonal relations)']"
567,Text,1996-06-01,"The Complete Works of Brann, the Iconoclast — Volume 01",en,PS,"Brann, William Cowper","['opium', 'heroin']","['Literature', 'Culture/Civilization/Society']","['Brann, William Cowper, 1855-1898', 'Essays', 'Reformers']"
568,Text,1996-06-01,"The Complete Works of Brann, the Iconoclast — Volume 10",en,PS,"Brann, William Cowper","['morphine', 'heroin', 'opium', 'soporific', 'black smoke', 'poppy']","['Literature', 'Culture/Civilization/Society']","['Brann, William Cowper, 1855-1898', 'Essays', 'Reformers']"
569,Text,1996-06-01,"The Complete Works of Brann, the Iconoclast — Volume 12",en,PS,"Brann, William Cowper","['opium', 'morphine']","['Literature', 'Culture/Civilization/Society']","['Brann, William Cowper, 1855-1898', 'Essays', 'Reformers']"
572,Text,1996-06-01,The Great Big Treasury of Beatrix Potter,en,PR; PZ,"Potter, Beatrix",['soporific'],"['Literature', 'Children & Young Adult Reading', ""Children's Picture Books""]","['Animals', ""Children's stories, English"", 'Juvenile fiction']"
573,Text,1996-06-01,Tales from Shakespeare,en,PR; PZ,"Lamb, Charles ; Lamb, Mary",['poppy'],"['Literature', 'Children & Young Adult Reading']","['Stories, plots, etc.', 'Shakespeare, William, 1564-1616', 'Juvenile literature', 'Adaptations']"
577,Text,1996-07-01,"The Works of Samuel Johnson, in Sixteen Volumes. Volume 04",en,PR,"Johnson, Samuel","['poppy', 'anodyne']",['Literature'],['Essays']
580,Text,1996-07-01,The Pickwick Papers,en,PR,"Dickens, Charles","['opium', 'narcotic', 'laudanum']","['Fiction', 'Literature', 'Culture/Civilization/Society', 'Humour', 'Best Books Ever Listings']","['Humorous stories', 'Male friendship', 'England', 'Men', 'Societies and clubs']"
