,Etext Number,Title,Authors,LoCC,Bookshelves,Subjects,rights,Published Year,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found,Number of books by author
12663,59963,Halfway House: A Comedy of Degrees,"Hewlett, Maurice",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Husband and wife -- Fiction ; Social classes -- England -- Fiction ; England -- Social life and customs -- 20th century -- Fiction ; May-December romances -- Fiction ; Man-woman relationships -- Fiction ; PR,Public domain in the USA.,1844,Maurice Hewlett,male,English,1861.0,1923.0,"Wikipedia, OpenLibrary, Wikidata",True,13
12664,59964,The Open Window: Tales of the Months,"Wright, Mabel Osgood",PS,Browsing: Literature; Browsing: Fiction,"Short stories, American ; American fiction -- 20th century ; PS",Public domain in the USA.,1908,Mabel Osgood Wright,female,American,1859.0,1934.0,"Wikipedia, OpenLibrary",True,5
12665,59965,A Thousand Years Ago: A Romance of the Orient,"MacKaye, Percy",PS,Browsing: Culture/Civilization/Society; Browsing: Fiction,American drama -- 20th century ; PS ; China -- Drama,Public domain in the USA.,1902,Percy MacKaye,male,American,1876.0,1956.0,"Wikipedia, Wikidata",True,2
12666,59975,The Impostor: A Tale of Old Annapolis,"Scott, John Reed",PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction,"Annapolis (Md.) -- History -- Colonial period, ca. 1600-1775 -- Fiction ; Impostors and imposture -- Fiction ; PS",Public domain in the USA.,1909,John Reed Scott,male,American,1929.0,1935.0,"Wikipedia, Wikidata",True,7
12667,59990,Miss Meredith,"Levy, Amy",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,British -- Italy -- Fiction ; Governesses -- Fiction ; Pisa (Italy) -- Fiction ; Man-woman relationships -- Fiction ; PR,Public domain in the USA.,1889,Amy Levy,female,English,1861.0,1889.0,Wikipedia,True,2
12668,60001,"John Rawn, Prominent Citizen","Hough, Emerson",PS,Browsing: Business/Management; Browsing: Literature; Browsing: Fiction,United States -- Fiction ; Businessmen -- Fiction ; PS,Public domain in the USA.,1912,Emerson Hough,male,American,1857.0,1923.0,Wikipedia,True,14
12669,60018,The Son of His Father; vol. 3/3,"Oliphant, Mrs. (Margaret)",PR,Browsing: Literature; Browsing: Fiction,Fathers and sons -- Fiction ; PR,Public domain in the USA.,1847,Margaret Oliphant,female,Scottish,1828.0,1897.0,Wikipedia,True,40
12670,60027,"Harper's Round Table, December 1, 1896",Various,AP,Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference,Children's periodicals ; AP,Public domain in the USA.,1897,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
12671,60028,"Mary: The Queen of the House of David and Mother of Jesus
The Story of Her Life","Walsh, A. Stewart (Alexander Stewart)",PS,Browsing: Biographies; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction,"Biographical fiction ; Christian fiction ; Mary, Blessed Virgin, Saint -- Fiction ; PS ; Christian women saints -- Fiction",Public domain in the USA.,1889,Alexander Stewart Walsh,,,,,,False,1
12672,60037,Clipped Wings,"Hughes, Rupert",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Husband and wife -- Fiction ; Actresses -- Fiction ; Theater -- Fiction ; PS ; United States -- Social life and customs -- 20th century -- Fiction,Public domain in the USA.,1916,Rupert Hughes,male,American,1872.0,1956.0,Wikipedia,True,9
12673,60040,"Notes on Novelists, with Some Other Notes","James, Henry",PN,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Novelists ; PN ; Fiction -- History and criticism,Public domain in the USA.,1979,Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True,66
12674,60041,Hampshire Days,"Hudson, W. H. (William Henry)",QH,Browsing: Nature/Gardening/Animals; Browsing: Science - General; Browsing: Travel & Geography,QH ; Natural history -- England -- Hampshire ; Natural history -- Outdoor books,Public domain in the USA.,1900,William Henry Hudson,male,United Kingdom of Great Britain and Ireland,1841.0,1922.0,"Wikipedia, Wikidata",True,5
12675,60044,Against This Age,"Bodenheim, Maxwell",PS,Browsing: Literature; Browsing: Poetry,American poetry -- 20th century ; PS,Public domain in the USA.,1923,Maxwell Bodenheim,male,American,1891.0,1954.0,Wikipedia,True,1
12676,60055,The Boy Fortune Hunters in Alaska,"Baum, L. Frank (Lyman Frank)",PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction,Alaska -- Juvenile fiction ; PZ ; Treasure troves -- Juvenile fiction,Public domain in the USA.,1906,Lyman Frank Baum,male,American,1856.0,1919.0,Wikipedia,True,2
12677,60057,The Uses of Diversity: A book of essays,"Chesterton, G. K. (Gilbert Keith)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature,English essays -- 20th century ; PR,Public domain in the USA.,1920,Gilbert Keith Chesterton,male,English,1874.0,1936.0,Wikipedia,True,28
12678,60061,"The Century Illustrated Monthly Magazine, September, 1913
Vol. LXXXVI, No. 5",Various,AP,Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Other,AP ; Periodicals,Public domain in the USA.,1979,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
12679,60065,Wings and Stings: A Tale for the Young,A. L. O. E.,PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,Allegories ; Beehives -- Juvenile fiction ; Mothers and daughters -- Juvenile fiction ; Diligence -- Juvenile fiction ; Kindness -- Juvenile fiction ; Bees -- Juvenile fiction ; PZ ; Christian life -- Juvenile fiction,Public domain in the USA.,1863,A. L. O. E.,female,,1821.0,1893.0,OpenLibrary,True,2
12680,60067,Leave it to Psmith,"Wodehouse, P. G. (Pelham Grenville)",PR,Browsing: Culture/Civilization/Society; Browsing: Humour; Browsing: Literature; Browsing: Fiction,Nobility -- Fiction ; Impostors and imposture -- Fiction ; Shropshire (England) -- Fiction ; Humorous stories ; Blandings Castle (England : Imaginary place) -- Fiction ; PR ; Jewel thieves -- Fiction,Public domain in the USA.,1923,Pelham Grenville Wodehouse,male,English,1881.0,1975.0,Wikipedia,True,17
12681,60086,"The Boy Travellers in The Russian Empire
Adventures of Two Youths in a Journey in European and Asiatic Russia, with Accounts of a Tour across Siberia, Voyages on the Amoor, Volga, and Other Rivers, a Visit to Central Asia, Travels among the Exiles, and a Historical Sketch of the Empire from Its Foundation to the Present Time","Knox, Thomas Wallace",PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography,Voyages and travels -- Juvenile fiction ; PZ ; Rivers -- Juvenile fiction ; Adventure stories ; Russia -- History -- Juvenile fiction ; Children -- Conduct of life -- Juvenile fiction ; Natural history -- Juvenile fiction ; Exiles -- Juvenile fiction ; Friendship -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Public domain in the USA.,1889,Thomas Wallace Knox,male,American,1835.0,1896.0,"Wikipedia, OpenLibrary",True,1
12682,60090,The Dim Lantern,"Bailey, Temple",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"World War, 1914-1918 -- Veterans -- Fiction ; Neighbors -- Fiction ; Love stories ; Washington (D.C.) Region -- Fiction ; Suburban life -- Fiction ; PS ; Siblings -- Fiction ; Mate selection -- Fiction",Public domain in the USA.,1903,Temple Bailey,female,American,1885.0,1953.0,"Wikipedia, OpenLibrary",True,7
12683,60097,"Horses and Men: Tales, long and short, from our American life","Anderson, Sherwood",PS,Browsing: History - American; Browsing: Literature; Browsing: Fiction,"Short stories, American ; American fiction -- 20th century ; PS",Public domain in the USA.,1789,Sherwood Anderson,male,American,1876.0,1941.0,Wikipedia,True,3
12684,60098,"Mr. Rabbit at Home
A sequel to Little Mr. Thimblefinger and his Queer Country","Harris, Joel Chandler",PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,Voyages and travels -- Juvenile fiction ; Kings and rulers -- Juvenile fiction ; Rabbits -- Juvenile fiction ; Animals -- Juvenile fiction ; PZ ; Adventure stories ; Imagination -- Juvenile fiction ; Magic -- Juvenile fiction ; Fantasy fiction ; Children -- Conduct of life -- Juvenile fiction ; Shoemakers -- Juvenile fiction ; Conduct of life -- Juvenile fiction,Public domain in the USA.,1789,Joel Chandler Harris,male,American,1848.0,1908.0,Wikipedia,True,6
12685,60099,Cecilia of the Pink Roses,"Haviland-Taylor, Katharine",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Catholic Church -- Clergy -- Fiction ; Immigrants -- United States -- Fiction ; Love stories ; Motherless families -- Fiction ; Young women -- Fiction ; PS ; Social classes -- United States -- Fiction ; New York (N.Y.) -- Social life and customs -- 20th century -- Fiction ; Bildungsromans ; Boarding schools -- Fiction,Public domain in the USA.,1917,Katharine Haviland-Taylor,female,American,1891.0,1941.0,Wikipedia,True,1
12686,60100,"Anthony Trollope; His Work, Associates and Literary Originals","Escott, T. H. S. (Thomas Hay Sweet)",PR,Browsing: Biographies; Browsing: Literature,"Trollope, Anthony, 1815-1882 ; Novelists, English -- 19th century -- Biography ; PR",Public domain in the USA.,1913,Thomas Hay Sweet Escott,male,English,1844.0,1924.0,"Wikipedia, OpenLibrary, Wikidata",True,1
12687,60102,Wanderer of the Wasteland,"Grey, Zane",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Brothers -- Fiction ; PS ; Deserts -- Fiction ; Southwest, New -- Fiction ; Western stories",Public domain in the USA.,1923,Zane Grey,male,American,1872.0,1939.0,Wikipedia,True,15
12688,60108,"The legend of the blemished king, and other poems","Cousins, James Henry",PR,Browsing: Literature; Browsing: Poetry,PR ; English poetry -- Irish authors,Public domain in the USA.,1882,James Henry Cousins,male,Irish,1873.0,1956.0,"Wikipedia, Wikidata",True,2
12689,60109,"Floyd's Flowers; Or, Duty and Beauty for Colored Children
Being One Hundred Short Stories Gleaned from the Storehouse of Human Knowledge and Experience: Simple, Amusing, Elevating","Floyd, Silas Xavier",PZ,Browsing: Children & Young Adult Reading; Browsing: Literature,Conduct of life -- Juvenile fiction ; Children's stories ; PZ,Public domain in the USA.,1920,Silas Xavier Floyd,male,American,1869.0,1923.0,"Wikipedia, OpenLibrary",True,1
12690,60110,"Harper's Round Table, December 15, 1896",Various,AP,Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference,Children's periodicals ; AP,Public domain in the USA.,1897,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
12691,60114,The Sardonic Arm,"Bodenheim, Maxwell",PS,Browsing: Literature; Browsing: Poetry,American poetry -- 20th century ; PS,Public domain in the USA.,1979,Maxwell Bodenheim,male,American,1891.0,1954.0,Wikipedia,True,1
12692,60120,The House of Baltazar,"Locke, William John",PR,Browsing: Literature; Browsing: Fiction,English fiction -- 20th century ; PR,Public domain in the USA.,1920,William John Locke,male,British,1863.0,1930.0,Wikipedia,True,19
12693,60121,The Glory of Clementina Wing,"Locke, William John",PR,Browsing: Literature; Browsing: Fiction,English fiction -- 20th century ; PR,Public domain in the USA.,1911,William John Locke,male,British,1863.0,1930.0,Wikipedia,True,19
12694,60122,The Tale of Triona,"Locke, William John",PR,Browsing: Literature; Browsing: Fiction,English fiction -- 20th century ; PR,Public domain in the USA.,1922,William John Locke,male,British,1863.0,1930.0,Wikipedia,True,19
12695,60123,The Wonderful Year,"Locke, William John",PR,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,"British -- France -- Fiction ; English fiction -- 20th century ; World War, 1914-1918 -- France -- Fiction ; British -- Egypt -- Fiction ; PR",Public domain in the USA.,1923,William John Locke,male,British,1863.0,1930.0,Wikipedia,True,19
12696,60124,The Girl of the Golden Gate,"Meloney, William Brown",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Ocean travel -- Fiction ; Love stories ; Adventure stories ; PS ; Shipwrecks -- Fiction,Public domain in the USA.,1913,William Brown Meloney,male,United States,1878.0,1925.0,"OpenLibrary, Wikidata",True,1
12697,60125,The Winding Stair,"Mason, A. E. W. (Alfred Edward Woodley)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Love stories ; Soldiers -- Fiction ; Courage -- Fiction ; Man-woman relationships -- Fiction ; PR,Public domain in the USA.,1923,Alfred Edward Woodley Mason,male,"English, French",1865.0,1948.0,Wikipedia,True,14
12698,60128,"Graham's Magazine, Vol. XL, No. 1, January 1852",Various,AP,Browsing: Literature; Browsing: Other,"Literature -- Periodicals ; AP ; Literature, Modern -- 19th century -- Periodicals",Public domain in the USA.,1842,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
12699,60138,"Edith and Her Ayah, and Other Stories",A. L. O. E.,BV; PZ,Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction,BV ; Children's stories ; PZ ; Children -- Conduct of life -- Juvenile fiction ; Christian life -- Juvenile fiction ; Sunday school literature ; Conduct of life -- Juvenile fiction,Public domain in the USA.,1872,A. L. O. E.,female,,1821.0,1893.0,OpenLibrary,True,2
12700,60142,Hymns and Poems,A. L. O. E.,PR,Browsing: Literature; Browsing: Poetry; Browsing: Religion/Spirituality/Paranormal,"Christian poetry, English -- 19th century ; PR",Public domain in the USA.,1868,A. L. O. E.,female,,1821.0,1893.0,OpenLibrary,True,2
12701,60146,The Secret Way,"Gale, Zona",PS,Browsing: Literature; Browsing: Poetry,American poetry -- 20th century ; PS,Public domain in the USA.,1979,Zona Gale,female,American,1874.0,1938.0,Wikipedia,True,11
12702,60149,Pride and His Prisoners,A. L. O. E.,PZ,Browsing: Children & Young Adult Reading; Browsing: Fiction,Pride and vanity -- Juvenile fiction ; Children's stories ; PZ ; Didactic fiction ; Christian life -- Juvenile fiction ; Domestic fiction,Public domain in the USA.,1866,A. L. O. E.,female,,1821.0,1893.0,OpenLibrary,True,2
12703,60153,Winter Sports in Switzerland,"Benson, E. F. (Edward Frederic)",DQ; GV,Browsing: Culture/Civilization/Society; Browsing: Travel & Geography,DQ ; Winter resorts -- Switzerland ; GV ; Winter sports -- Switzerland ; Switzerland -- Description and travel,Public domain in the USA.,1913,Edward Frederic Benson,male,English,1867.0,1940.0,"Wikipedia, Wikidata",True,30
12704,60164,Fancies Versus Fads,"Chesterton, G. K. (Gilbert Keith)",PR,Browsing: Humour; Browsing: Literature,English essays -- 20th century ; PR,Public domain in the USA.,1923,Gilbert Keith Chesterton,male,English,1874.0,1936.0,Wikipedia,True,28
12705,60167,Three Plays,"Milne, A. A. (Alan Alexander)",PR,Browsing: Literature; Browsing: Performing Arts/Film,PR ; English drama -- 20th century,Public domain in the USA.,1923,Alan Alexander Milne,male,British,1882.0,1956.0,OpenLibrary,True,9
12706,60168,Mrs. Ames,"Benson, E. F. (Edward Frederic)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Middle class -- England -- Fiction ; Marriage -- Fiction ; England -- Social life and customs -- Fiction ; Middle class women -- Fiction ; Married people -- Fiction ; PR,Public domain in the USA.,1912,Edward Frederic Benson,male,English,1867.0,1940.0,"Wikipedia, Wikidata",True,30
12707,60169,The House of Helen,"Harris, Corra",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,American fiction -- 20th century ; Married women -- Fiction ; PS ; Georgia -- Social life and customs -- Fiction,Public domain in the USA.,1923,Corra Harris,female,American,1869.0,1935.0,Wikipedia,True,2
12708,60173,Russia in the Shadows,"Wells, H. G. (Herbert George)",DK,Browsing: History - European; Browsing: History - General; Browsing: Politics,Soviet Union -- Social conditions ; DK ; Communism -- Soviet Union,Public domain in the USA.,1979,Herbert George Wells,male,English,1866.0,1946.0,OpenLibrary,True,41
12709,60175,By the Good Sainte Anne: A Story of Modern Quebec,"Ray, Anna Chapin",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Québec (Province) -- Fiction ; PS,Public domain in the USA.,1904,Anna Chapin Ray,female,American,1865.0,1945.0,"Wikipedia, OpenLibrary, Wikidata",True,4
12710,60182,A Young Macedonian in the Army of Alexander the Great,"Church, Alfred John",PR,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,"Alexander, the Great, 356 B.C.-323 B.C. -- Fiction ; Soldiers -- Fiction ; PR",Public domain in the USA.,1891,Alfred John Church,male,United Kingdom of Great Britain and Ireland,1829.0,1912.0,"OpenLibrary, Wikidata",True,2
12711,60184,The Story of King Arthur and his Knights,"Pyle, Howard",PZ,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Other,"Arthur, King -- Legends ; Folklore -- England ; Knights and knighthood -- Folklore ; PZ ; Arthurian romances -- Adaptations",Public domain in the USA.,1904,Howard Pyle,male,American,1853.0,1911.0,Wikipedia,True,4
12712,60191,The Boy Fortune Hunters in Panama,"Baum, L. Frank (Lyman Frank)",PZ,Browsing: Children & Young Adult Reading; Browsing: Travel & Geography; Browsing: Fiction,Inventions -- Juvenile fiction ; PZ ; Treasure troves -- Juvenile fiction ; Panama -- Juvenile fiction ; Adventure and adventurers -- Juvenile fiction,Public domain in the USA.,1979,Lyman Frank Baum,male,American,1856.0,1919.0,Wikipedia,True,2
12713,60205,"The Cambridge, Ely, and King's Lynn Road: The Great Fenland Highway","Harper, Charles G. (Charles George)",DA,Browsing: Culture/Civilization/Society; Browsing: History - European; Browsing: Travel & Geography,"DA ; England -- Description and travel ; Fens, The (England) -- Description and travel",Public domain in the USA.,1902,Charles George Harper,male,English,1863.0,1943.0,Wikipedia,True,1
12714,60212,"The Physical Basis of Mind
Being the Second Series of Problems of Life and Mind.","Lewes, George Henry",B,Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology,B ; Psychophysiology ; Mind and body,Public domain in the USA.,1877,George Henry Lewes,male,United Kingdom of Great Britain and Ireland,1817.0,1878.0,"OpenLibrary, Wikidata",True,1
12715,60237,Poems,"Bell, Clive",PR,Browsing: Literature; Browsing: Poetry,PR ; English poetry -- 20th century,Public domain in the USA.,1921,Clive Bell,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1881.0,1964.0,"OpenLibrary, Wikidata",True,1
12716,60239,Stories of the East,"Woolf, Leonard",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Short stories, English ; Asia -- Social life and customs -- Fiction ; PR",Public domain in the USA.,1920,Leonard Woolf,male,British,1880.0,1969.0,Wikipedia,True,2
12717,60240,"Harper's Round Table, December 29, 1896",Various,AP,Browsing: Children & Young Adult Reading; Browsing: Encyclopedias/Dictionaries/Reference,Children's periodicals ; AP,Public domain in the USA.,1900,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
12718,60241,Sheaves,"Benson, E. F. (Edward Frederic)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Tuberculosis -- Patients -- Fiction ; Marriage -- Fiction ; England -- Social life and customs -- 20th century -- Fiction ; May-December romances -- Fiction ; PR ; Dramatists -- Fiction ; Singers -- Fiction,Public domain in the USA.,1907,Edward Frederic Benson,male,English,1867.0,1940.0,"Wikipedia, Wikidata",True,30
12719,60252,Advice: A Book of Poems,"Bodenheim, Maxwell",PS,Browsing: Literature; Browsing: Poetry,American poetry -- 20th century ; PS,Public domain in the USA.,1979,Maxwell Bodenheim,male,American,1891.0,1954.0,Wikipedia,True,1
12720,60253,The Noble Rogue,"Orczy, Emmuska Orczy, Baroness",PR,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Literature; Browsing: Fiction,"Love stories ; Identity -- Fiction ; Married people -- Fiction ; France -- History -- Louis XIV, 1643-1715 -- Fiction ; Trials (Treason) -- Fiction ; Great Britain -- History -- Charles II, 1660-1685 -- Fiction ; Historical fiction ; PR ; Popish Plot, 1678 -- Fiction",Public domain in the USA.,1912,"Emmuska Orczy, Orczy",female,"British, English, French",1865.0,1947.0,Wikipedia,True,21
12721,60260,"The Five Nations, Volume I","Kipling, Rudyard",PR,Browsing: Literature; Browsing: Poetry,English poetry ; PR,Public domain in the USA.,1979,Rudyard Kipling,male,"English, British",1865.0,1936.0,Wikipedia,True,35
12722,60261,"The Five Nations, Volume II","Kipling, Rudyard",PR,Browsing: Literature; Browsing: Poetry,English poetry ; PR,Public domain in the USA.,1979,Rudyard Kipling,male,"English, British",1865.0,1936.0,Wikipedia,True,35
12723,60263,Verses and Sonnets,"Belloc, Hilaire",PR,Browsing: Literature; Browsing: Poetry,"English poetry -- 19th century ; Sonnets, English ; PR",Public domain in the USA.,1923,Hilaire Belloc,male,"French, English",1870.0,1953.0,Wikipedia,True,10
12724,60272,Tales of a Cruel Country,"Cumberland, Gerald",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Short stories ; Manners and customs -- Fiction ; PR,Public domain in the USA.,1979,Gerald Cumberland,male,British,1879.0,1926.0,"Wikipedia, Wikidata",True,1
